Date,Price,Open,High,Low,Volume,Close
05-09-2023,27634.90,27670.50,27816.00,27366.30,74514400.00,27591.15
05-08-2023,27670.50,28424.80,28627.80,27280.30,69218000.00,27954.05
05-07-2023,28424.80,28857.10,29122.00,28419.60,43563000.00,28770.80
05-06-2023,28857.10,29512.80,29816.40,28414.90,60851100.00,29115.65
05-05-2023,29513.20,28842.20,29653.90,28825.30,57262300.00,29239.60
05-04-2023,28842.10,29023.60,29352.70,28687.40,58405200.00,29020.05
05-03-2023,29023.60,28669.10,29244.70,28164.40,54443000.00,28704.55
05-02-2023,28669.10,28079.00,28877.40,27913.20,59896600.00,28395.30
05-01-2023,28077.60,29252.10,29329.60,27685.90,50631600.00,28507.75
04/30/2023,29252.10,29235.10,29941.30,29095.00,45301400.00,29518.15
04/29/2023,29234.10,29318.40,29425.50,29058.50,38299400.00,29242.00
04/28/2023,29321.80,29475.90,29587.20,28927.80,72844000.00,29257.50
04/27/2023,29475.90,28424.50,29859.80,28392.40,85349200.00,29126.10
04/26/2023,28424.60,28298.80,29995.70,27307.80,56328200.00,28651.75
04/25/2023,28298.80,27510.10,28375.60,27201.10,136130000.00,27788.35
04/24/2023,27509.30,27591.40,27978.80,27054.30,48856800.00,27516.55
04/23/2023,27591.40,27813.80,27815.00,27388.50,59698300.00,27601.75
04/22/2023,27813.90,27264.80,27872.00,27165.70,86301600.00,27518.85
04/21/2023,27264.80,28240.50,28353.40,27171.10,110398000.00,27762.25
04/20/2023,28240.50,28813.70,29082.10,28032.40,70342400.00,28557.25
04/19/2023,28813.70,30382.20,30408.40,28641.10,75840896.00,29524.75
04/18/2023,30382.20,29434.10,30470.10,29149.20,76923400.00,29809.65
04/17/2023,29434.90,30310.80,30312.20,29274.00,79910800.00,29793.10
04/16/2023,30310.30,30299.20,30545.30,30134.60,159014000.00,30339.95
04/15/2023,30299.60,30472.60,30586.50,30208.80,97942896.00,30397.65
04/14/2023,30472.50,30387.40,30964.90,30026.00,82446800.00,30495.45
04/13/2023,30387.40,29892.40,30524.10,29864.50,78529104.00,30194.30
04-12-2023,29886.40,30209.80,30473.00,29679.50,75032400.00,30076.25
04-11-2023,30209.60,29641.00,30484.60,29597.80,86713000.00,30041.20
04-10-2023,29641.00,28326.50,29755.40,28182.90,64550200.00,28969.15
04-09-2023,28326.60,27941.20,28522.70,27809.20,45016800.00,28165.95
04-08-2023,27941.20,27910.40,28153.10,27863.80,73610800.00,28008.45
04-07-2023,27910.40,28037.60,28102.50,27779.40,72812304.00,27940.95
04-06-2023,28036.70,28173.50,28173.50,27734.50,86920600.00,27954.00
04-05-2023,28173.50,28164.40,28744.40,27823.50,47877700.00,28283.95
04-04-2023,28164.40,27802.20,28429.10,27668.90,59464600.00,28049.00
04-03-2023,27802.10,28194.70,28458.40,27256.90,64963400.00,27857.65
04-02-2023,28198.30,28456.10,28522.80,27871.70,37140300.00,28197.25
04-01-2023,28456.10,28473.70,28795.10,28285.60,48679400.00,28540.35
03/31/2023,28473.70,28029.30,28646.30,27587.50,54796400.00,28116.90
03/30/2023,28029.50,28350.30,29160.40,27716.70,72710896.00,28438.55
03/29/2023,28350.40,27262.90,28627.40,27249.80,82776200.00,27938.60
03/28/2023,27262.20,27127.80,27465.00,26665.60,67085300.00,27065.30
03/27/2023,27129.80,27974.80,28023.30,26611.50,51067000.00,27317.40
03/26/2023,27973.50,27474.90,28153.70,27429.10,35359500.00,27791.40
03/25/2023,27475.60,27462.20,27761.90,27176.70,33977800.00,27469.30
03/24/2023,27462.20,28306.90,28374.50,27026.50,59153800.00,27700.50
03/23/2023,28310.70,27262.80,28734.10,27144.60,49422400.00,27939.35
03/22/2023,27261.70,28114.20,28760.30,26668.70,48722600.00,27714.50
03/21/2023,28114.00,27719.80,28437.80,27350.60,55658600.00,27894.20
03/20/2023,27720.50,27958.90,28457.80,27157.00,56122400.00,27807.40
03/19/2023,27958.70,26914.50,28347.30,26844.60,56357000.00,27595.95
03/18/2023,26914.50,27391.90,27659.10,26688.70,39249800.00,27173.90
03/17/2023,27391.80,25004.40,27742.20,24900.10,46798300.00,26321.15
03/16/2023,25004.10,24283.20,25139.00,24147.90,49801600.00,24643.45
03/15/2023,24282.70,24699.60,25108.90,23932.40,68077504.00,24520.65
03/14/2023,24699.70,24121.50,26365.90,23994.60,56812100.00,25180.25
03/13/2023,24114.40,21994.80,24406.20,21859.60,64071400.00,23132.90
03-12-2023,21994.80,20465.00,22028.60,20294.20,42345900.00,21161.40
03-11-2023,20467.50,20156.50,20669.50,19796.70,39243400.00,20233.10
03-10-2023,20156.70,20362.00,20362.60,19591.80,67481104.00,19977.20
03-09-2023,20361.80,21710.80,21826.50,20079.60,103590000.00,20953.05
03-08-2023,21710.80,22197.80,22274.30,21661.30,92370200.00,21967.80
03-07-2023,22197.80,22410.10,22535.10,21968.60,61620700.00,22251.85
03-06-2023,22410.00,22428.20,22595.40,22320.10,58144600.00,22457.75
03-05-2023,22428.30,22347.10,22636.70,22213.50,39035400.00,22425.10
03-04-2023,22347.10,22354.70,22403.70,22167.40,40298100.00,22285.55
03-03-2023,22354.40,23465.60,23473.40,22051.90,58063600.00,22762.65
03-02-2023,23465.40,23642.20,23780.50,23208.70,65546700.00,23494.60
03-01-2023,23642.20,23130.60,23914.10,23025.30,69381696.00,23469.70
02/28/2023,23130.50,23494.00,23595.00,23033.80,56957300.00,23314.40
02/27/2023,23494.10,23558.70,23876.20,23166.80,55951000.00,23521.50
02/26/2023,23558.70,23166.10,23671.80,23066.00,78556496.00,23368.90
02/25/2023,23166.10,23191.30,23215.30,22777.40,54474600.00,22996.35
02/24/2023,23191.50,23936.40,24123.40,22970.30,62218200.00,23546.85
02/23/2023,23936.30,24186.60,24590.40,23637.90,90378800.00,24114.15
02/22/2023,24186.60,24450.70,24474.30,23593.40,88877104.00,24033.85
02/21/2023,24450.70,24839.50,25236.80,24160.80,96105296.00,24698.80
02/20/2023,24839.50,24302.80,25085.40,23868.60,81145504.00,24477.00
02/19/2023,24302.90,24631.30,25175.20,24273.70,134760992.00,24724.45
02/18/2023,24631.40,24573.50,24838.90,24457.00,100665000.00,24647.95
02/17/2023,24573.50,23538.20,24984.70,23373.00,97064400.00,24178.85
02/16/2023,23539.60,24328.10,25233.80,23525.90,130527000.00,24379.85
02/15/2023,24327.90,22198.50,24330.90,22050.80,84865200.00,23190.85
02/14/2023,22198.50,21776.90,22308.60,21556.20,172808000.00,21932.40
02/13/2023,21772.60,21782.70,21887.50,21418.70,99907696.00,21653.10
02-12-2023,21786.80,21859.90,22080.70,21653.10,53752300.00,21866.90
02-11-2023,21859.80,21627.40,21902.90,21605.30,59902200.00,21754.10
02-10-2023,21635.00,21792.50,21933.60,21491.70,65047100.00,21712.65
02-09-2023,21792.50,22964.60,23003.60,21744.60,79660800.00,22374.10
02-08-2023,22964.60,23251.70,23425.10,22691.70,132429000.00,23058.40
02-07-2023,23251.70,22761.80,23338.80,22748.20,68807800.00,23043.50
02-06-2023,22761.80,22936.00,23130.60,22633.70,63119700.00,22882.15
02-05-2023,22936.00,23326.90,23423.40,22766.50,64622500.00,23094.95
02-04-2023,23323.80,23431.20,23571.80,23269.80,80318096.00,23420.80
02-03-2023,23431.20,23429.10,23694.10,23233.80,62993000.00,23463.95
02-02-2023,23427.60,23726.20,24207.20,23398.10,72038496.00,23802.65
02-01-2023,23725.60,23124.70,23784.50,22809.60,141294000.00,23297.05
01/31/2023,23125.10,22832.20,23262.90,22724.90,108579000.00,22993.90
01/30/2023,22832.20,23746.00,23794.00,22560.00,87363104.00,23177.00
01/29/2023,23753.10,23023.50,23952.90,22973.30,110608000.00,23463.10
01/28/2023,23027.90,23074.60,23182.30,22889.80,154116000.00,23036.05
01/27/2023,23074.60,23016.00,23480.30,22602.90,60802400.00,23041.60
01/26/2023,23016.00,23055.20,23259.50,22869.00,129906000.00,23064.25
01/25/2023,23055.10,22632.50,23779.00,22366.30,76543800.00,23072.65
01/24/2023,22632.50,22916.30,23156.10,22517.10,85919296.00,22836.60
01/23/2023,22915.50,22709.00,23161.80,22527.90,67807600.00,22844.85
01/22/2023,22707.80,22775.70,23068.70,22323.00,54962700.00,22695.85
01/21/2023,22775.70,22677.50,23304.50,22461.10,52601800.00,22882.80
01/20/2023,22677.20,21074.90,22718.50,20879.30,61888600.00,21798.90
01/19/2023,21081.20,20670.60,21169.40,20669.70,68511104.00,20919.55
01/18/2023,20670.60,21137.10,21584.10,20448.30,84070800.00,21016.20
01/17/2023,21137.10,21184.40,21506.40,20926.20,80461904.00,21216.30
01/16/2023,21184.20,20880.10,21416.80,20698.90,127605000.00,21057.85
01/15/2023,20879.80,20956.00,21032.20,20585.70,69547296.00,20808.95
01/14/2023,20958.20,19926.90,21185.60,19898.60,60557900.00,20542.10
01/13/2023,19927.00,18850.80,19981.60,18723.80,106363000.00,19352.70
01-12-2023,18851.30,17941.00,19055.30,17915.50,116218000.00,18485.40
01-11-2023,17942.30,17440.50,17989.80,17323.90,96426096.00,17656.85
01-10-2023,17439.10,17180.10,17491.00,17151.70,80111904.00,17321.35
01-09-2023,17180.10,17119.00,17390.80,17107.10,68705296.00,17248.95
01-08-2023,17119.00,16943.60,17119.00,16913.80,53843100.00,17016.40
01-07-2023,16943.60,16950.90,16979.60,16909.70,57313400.00,16944.65
01-06-2023,16950.90,16829.80,17012.30,16707.60,76571000.00,16859.95
01-05-2023,16829.80,16852.20,16877.90,16772.30,81645600.00,16825.10
01-04-2023,16852.10,16674.20,16976.50,16656.50,75979000.00,16816.50
01-03-2023,16674.20,16673.10,16773.20,16607.20,81580096.00,16690.20
01-02-2023,16674.30,16618.40,16766.90,16551.00,83608200.00,16658.95
01-01-2023,16618.40,16537.50,16621.90,16499.70,78989800.00,16560.80
12/31/2022,16537.40,16607.20,16635.90,16487.30,60524400.00,16561.60
12/30/2022,16607.20,16636.40,16644.40,16360.00,74886400.00,16502.20
12/29/2022,16636.40,16546.20,16659.10,16496.60,99629296.00,16577.85
12/28/2022,16546.20,16705.90,16781.10,16474.20,155576000.00,16627.65
12/27/2022,16706.10,16918.20,16964.00,16610.10,200027008.00,16787.05
12/26/2022,16918.10,16831.80,16936.10,16799.40,275564000.00,16867.75
12/25/2022,16831.80,16835.70,16852.90,16733.00,137727008.00,16792.95
12/24/2022,16837.20,16778.60,16855.80,16777.80,143664992.00,16816.80
12/23/2022,16779.10,16820.50,16910.70,16768.00,123771000.00,16839.35
12/22/2022,16820.60,16831.80,16862.20,16566.10,167308000.00,16714.15
12/21/2022,16831.80,16902.70,16919.40,16735.00,236630000.00,16827.20
12/20/2022,16902.80,16441.30,17031.30,16400.70,199320000.00,16716.00
12/19/2022,16441.30,16741.10,16809.50,16331.20,187474000.00,16570.35
12/18/2022,16741.10,16777.00,16825.70,16666.50,99135104.00,16746.10
12/17/2022,16777.10,16629.00,16794.40,16587.00,147775008.00,16690.70
12/16/2022,16629.60,17356.70,17518.50,16542.40,222184992.00,17030.45
12/15/2022,17356.10,17796.40,17846.10,17298.20,185168000.00,17572.15
12/14/2022,17796.40,17778.60,18351.80,17682.10,344945984.00,18016.95
12/13/2022,17778.60,17210.90,17951.60,17094.50,510199008.00,17523.05
12-12-2022,17210.40,17093.20,17232.50,16878.50,351876000.00,17055.50
12-11-2022,17093.30,17127.00,17262.90,17080.60,279550016.00,17171.75
12-10-2022,17127.20,17125.70,17220.50,17105.70,158715008.00,17163.10
12-09-2022,17125.70,17225.60,17288.60,17082.10,141876992.00,17185.35
12-08-2022,17225.70,16835.20,17294.20,16765.80,115808000.00,17030.00
12-07-2022,16835.20,17089.40,17126.70,16715.30,310928992.00,16921.00
12-06-2022,17089.30,16966.30,17101.10,16914.90,222326000.00,17008.00
12-05-2022,16966.50,17106.90,17395.20,16886.90,168968000.00,17141.05
12-04-2022,17112.60,16884.80,17198.10,16881.60,93063296.00,17039.85
12-03-2022,16884.50,17093.40,17132.60,16862.10,71013600.00,16997.35
12-02-2022,17093.60,16972.20,17096.20,16799.90,82755200.00,16948.05
12-01-2022,16972.00,17163.40,17244.70,16868.90,155095008.00,17056.80
11/30/2022,17163.90,16440.80,17215.50,16433.20,225676992.00,16824.35
11/29/2022,16440.40,16211.90,16531.40,16100.10,105625000.00,16315.75
11/28/2022,16211.70,16426.10,16481.40,16013.50,86728400.00,16247.45
11/27/2022,16425.60,16456.40,16595.40,16414.60,111158000.00,16505.00
11/26/2022,16456.50,16512.30,16686.30,16387.90,116573000.00,16537.10
11/25/2022,16512.30,16600.60,16611.80,16360.90,73588600.00,16486.35
11/24/2022,16601.20,16604.90,16785.60,16472.00,111349000.00,16628.80
11/23/2022,16623.90,16216.90,16677.60,16162.30,120831000.00,16419.95
11/22/2022,16212.90,15776.60,16274.60,15620.40,131958000.00,15947.50
11/21/2022,15776.20,16278.60,16287.90,15504.20,125594000.00,15896.05
11/20/2022,16286.70,16699.30,16749.30,16209.20,68979600.00,16479.25
11/19/2022,16699.20,16652.20,16814.90,16608.90,60851700.00,16711.90
11/18/2022,16638.30,16715.40,16846.30,16553.00,78227296.00,16699.65
11/17/2022,16691.20,16540.50,16739.70,16425.80,164582000.00,16582.75
11/16/2022,16540.50,16895.40,16993.40,16408.20,150110000.00,16700.80
11/15/2022,16895.10,16615.00,17112.00,16543.90,145820992.00,16827.95
11/14/2022,16613.70,16325.00,17158.40,15834.00,201278000.00,16496.20
11/13/2022,16324.50,16803.90,16946.50,16274.90,155064000.00,16610.70
11-12-2022,16795.20,17049.90,17100.80,16633.90,114208000.00,16867.35
11-11-2022,17049.90,17589.10,17679.40,16435.50,111762000.00,17057.45
11-10-2022,17589.10,15887.00,18138.20,15799.30,146007008.00,16968.75
11-09-2022,15886.90,18538.90,18583.80,15603.30,201855008.00,17093.55
11-08-2022,18527.40,20589.00,20667.50,17260.00,407220000.00,18963.75
11-07-2022,20589.00,20916.30,21055.40,20410.50,190452000.00,20732.95
11-06-2022,20916.30,21298.70,21360.40,20901.00,102261000.00,21130.70
11-05-2022,21301.60,21145.70,21464.70,21084.10,67530000.00,21274.40
11-04-2022,21145.90,20206.40,21281.90,20184.60,100607000.00,20733.25
11-03-2022,20206.40,20154.00,20384.50,20066.60,137946000.00,20225.55
11-02-2022,20154.40,20482.90,20778.30,20065.80,89759400.00,20422.05
11-01-2022,20483.50,20496.10,20676.60,20348.10,122277000.00,20512.35
10/31/2022,20496.30,20626.00,20822.40,20260.00,136474000.00,20541.20
10/30/2022,20626.30,20809.40,20922.30,20522.50,99073504.00,20722.40
10/29/2022,20809.80,20594.20,21038.10,20561.90,77423296.00,20800.00
10/28/2022,20594.40,20293.00,20744.00,20058.20,109478000.00,20401.10
10/27/2022,20292.90,20769.50,20867.90,20231.60,186868992.00,20549.75
10/26/2022,20769.50,20086.80,20981.50,20062.90,136100000.00,20522.20
10/25/2022,20082.70,19331.80,20406.90,19249.00,189454000.00,19827.95
10/24/2022,19331.50,19571.20,19588.60,19177.20,330759008.00,19382.90
10/23/2022,19571.20,19204.80,19680.90,19092.50,139960992.00,19386.70
10/22/2022,19204.80,19162.60,19249.90,19116.10,116486000.00,19183.00
10/21/2022,19162.60,19042.90,19245.50,18703.30,131570000.00,18974.40
10/20/2022,19042.90,19125.10,19334.50,18935.60,184956000.00,19135.05
10/19/2022,19123.90,19328.20,19358.60,19101.20,229056992.00,19229.90
10/18/2022,19328.20,19548.40,19692.90,19102.80,368275008.00,19397.85
10/17/2022,19548.20,19262.20,19663.50,19163.60,315739008.00,19413.55
10/16/2022,19261.90,19068.80,19411.90,19066.00,183270000.00,19238.95
10/15/2022,19068.70,19181.70,19218.70,19000.80,134127000.00,19109.75
10/14/2022,19181.80,19379.80,19933.90,19098.60,153656992.00,19516.25
10/13/2022,19379.80,19154.60,19494.40,18207.90,291256000.00,18851.15
10-12-2022,19154.80,19058.50,19212.60,19010.60,332603008.00,19111.60
10-11-2022,19059.10,19134.30,19261.30,18868.70,212283008.00,19065.00
10-10-2022,19134.60,19441.70,19520.70,19057.00,563795968.00,19288.85
10-09-2022,19441.00,19416.30,19552.10,19329.60,283320000.00,19440.85
10-08-2022,19415.00,19530.20,19612.20,19274.70,227176000.00,19443.45
10-07-2022,19531.30,19962.40,20051.40,19352.10,380276992.00,19701.75
10-06-2022,19956.70,20157.50,20436.70,19873.70,245306000.00,20155.20
10-05-2022,20157.50,20340.50,20353.80,19761.70,297804992.00,20057.75
10-04-2022,20340.20,19629.70,20436.10,19506.40,638568000.00,19971.25
10-03-2022,19628.30,19057.60,19676.00,19001.30,706598976.00,19338.65
10-02-2022,19052.20,19311.90,19389.90,18937.30,621302016.00,19163.60
10-01-2022,19311.90,19422.90,19480.30,19172.60,406648000.00,19326.45
09/30/2022,19423.00,19593.40,20174.90,19208.90,286529984.00,19691.90
09/29/2022,19593.00,19420.20,19631.50,18877.90,337391008.00,19254.70
09/28/2022,19411.00,19083.40,19757.80,18505.30,380840992.00,19131.55
09/27/2022,19081.00,19228.80,20361.20,18850.40,248540000.00,19605.80
09/26/2022,19225.70,18803.10,19304.80,18695.20,491038016.00,19000.00
09/25/2022,18803.20,18925.10,19125.10,18659.60,435803008.00,18892.35
09/24/2022,18925.20,19288.40,19310.60,18812.00,303668000.00,19061.30
09/23/2022,19293.50,19404.10,19477.30,18554.80,372535008.00,19016.05
09/22/2022,19404.00,18488.10,19490.90,18371.00,326332000.00,18930.95
09/21/2022,18489.00,18875.10,19758.40,18191.80,298457984.00,18975.10
09/20/2022,18872.40,19538.90,19626.30,18742.60,352968992.00,19184.45
09/19/2022,19538.90,19417.40,19666.60,18277.80,447287008.00,18972.20
09/18/2022,19418.80,20113.90,20113.90,19347.70,289633984.00,19730.80
09/17/2022,20113.50,19802.80,20178.60,19761.00,514187008.00,19969.80
09/16/2022,19802.40,19701.90,19883.00,19352.90,580444032.00,19617.95
09/15/2022,19701.70,20222.30,20321.40,19532.30,436310016.00,19926.85
09/14/2022,20222.50,20175.50,20503.70,19654.20,414784000.00,20078.95
09/13/2022,20175.50,22395.30,22702.50,19909.60,511222016.00,21306.05
09-12-2022,22395.30,21836.60,22465.40,21581.60,317022016.00,22023.50
09-11-2022,21834.90,21650.40,21836.40,21363.00,209312000.00,21599.70
09-10-2022,21650.40,21363.80,21790.60,21139.90,242343008.00,21465.25
09-09-2022,21365.20,19318.80,21545.70,19294.10,215883008.00,20419.90
09-08-2022,19317.40,19281.50,19444.70,19034.50,216182000.00,19239.60
09-07-2022,19281.50,18786.30,19445.90,18548.40,288702016.00,18997.15
09-06-2022,18786.40,19793.40,20169.30,18723.30,351968992.00,19446.30
09-05-2022,19793.10,19999.90,20042.90,19650.70,254827008.00,19846.80
09-04-2022,19999.90,19832.20,20017.80,19594.70,203559008.00,19806.25
09-03-2022,19831.40,19952.80,20043.80,19660.70,183231008.00,19852.25
09-02-2022,19952.70,20131.60,20428.20,19764.70,253206000.00,20096.45
09-01-2022,20126.10,20049.90,20202.70,19584.40,270524000.00,19893.55
08/31/2022,20043.90,19793.40,20469.10,19793.40,288060992.00,20131.25
08/30/2022,19792.60,20295.60,20558.20,19559.70,315108000.00,20058.95
08/29/2022,20295.80,19551.30,20394.50,19551.20,272167008.00,19972.85
08/28/2022,19550.20,20034.20,20150.80,19542.90,249320000.00,19846.85
08/27/2022,20033.90,20249.90,20343.60,19849.80,258951008.00,20096.70
08/26/2022,20249.90,21564.20,21815.30,20122.40,235806000.00,20968.85
08/25/2022,21565.40,21365.40,21801.20,21324.80,242556000.00,21563.00
08/24/2022,21365.20,21516.20,21832.30,21171.10,329631008.00,21501.70
08/23/2022,21517.20,21416.50,21661.00,20919.60,449196992.00,21290.30
08/22/2022,21416.30,21516.80,21517.40,20912.10,527488992.00,21214.75
08/21/2022,21517.20,21138.90,21692.40,21077.40,422705984.00,21384.90
08/20/2022,21138.90,20830.70,21357.40,20784.80,413115008.00,21071.10
08/19/2022,20831.30,23201.60,23202.30,20807.80,713624000.00,22005.05
08/18/2022,23203.60,23337.70,23578.00,23131.30,477337984.00,23354.65
08/17/2022,23338.00,23855.80,24423.50,23191.60,583795968.00,23807.55
08/16/2022,23856.80,24102.60,24240.80,23693.80,933548992.00,23967.30
08/15/2022,24101.70,24303.30,25205.70,23784.50,946035968.00,24495.10
08/14/2022,24302.80,24442.10,24997.30,24172.20,582529984.00,24584.75
08/13/2022,24442.50,24398.90,24882.90,24318.70,1080029952.00,24600.80
08-12-2022,24398.70,23935.30,24440.80,23616.40,1340320000.00,24028.60
08-11-2022,23935.30,23963.30,24873.50,23864.00,1167920000.00,24368.75
08-10-2022,23962.90,23150.30,24209.90,22714.70,915723008.00,23462.30
08-09-2022,23146.70,23818.10,23912.00,22886.50,799489984.00,23399.25
08-08-2022,23816.30,23175.30,24234.10,23160.60,740984000.00,23697.35
08-07-2022,23175.30,22944.20,23387.70,22852.30,579635008.00,23120.00
08-06-2022,22944.20,23308.20,23344.40,22923.60,437196000.00,23134.00
08-05-2022,23308.20,22613.30,23447.60,22593.50,731529024.00,23020.55
08-04-2022,22612.10,22822.20,23214.50,22438.70,959044992.00,22826.60
08-03-2022,22820.80,22988.70,23623.70,22698.60,1064729984.00,23161.15
08-02-2022,22988.60,23271.10,23423.30,22670.80,894321024.00,23047.05
08-01-2022,23271.20,23303.40,23484.40,22863.80,1157289984.00,23174.10
07/31/2022,23303.40,23634.20,24179.30,23236.20,961336000.00,23707.75
07/30/2022,23634.20,23774.20,24605.30,23521.80,1147859968.00,24063.55
07/29/2022,23774.30,23850.20,24340.00,23451.40,1942220032.00,23895.70
07/28/2022,23850.00,22957.70,24190.50,22611.60,1378749952.00,23401.05
07/27/2022,22958.30,21248.00,23027.80,21047.50,1725379968.00,22037.65
07/26/2022,21248.70,21301.60,21322.30,20737.30,2406700032.00,21029.80
07/25/2022,21301.90,22582.30,22653.30,21275.40,1763480064.00,21964.35
07/24/2022,22582.10,22449.80,22987.90,22281.30,1700480000.00,22634.60
07/23/2022,22460.40,22683.60,22991.00,21971.70,1147139968.00,22481.35
07/22/2022,22675.20,23150.00,23741.40,22524.20,994625024.00,23132.80
07/21/2022,23153.00,23219.90,23403.80,22360.20,1443970048.00,22882.00
07/20/2022,23215.20,23412.00,24258.00,22944.40,1544829952.00,23601.20
07/19/2022,23410.20,22529.30,23757.30,21581.80,1653180032.00,22669.55
07/18/2022,22525.80,20785.60,22714.90,20770.60,1317030016.00,21742.75
07/17/2022,20785.60,21209.80,21654.40,20755.20,1514950016.00,21204.80
07/16/2022,21209.90,20825.20,21561.30,20484.40,1355120000.00,21022.85
07/15/2022,20825.10,20586.10,21178.10,20393.40,1369309952.00,20785.75
07/14/2022,20586.00,20250.00,20862.20,19664.90,2089609984.00,20263.55
07/13/2022,20250.00,19331.60,20250.80,18942.20,1517709952.00,19596.50
07-12-2022,19330.90,19963.20,20051.70,19279.60,1281170048.00,19665.65
07-11-2022,19963.20,20847.20,20855.00,19897.00,1348950016.00,20376.00
07-10-2022,20847.40,21587.40,21599.20,20689.70,2018889984.00,21144.45
07-09-2022,21587.50,21610.40,21944.10,21338.40,1752400000.00,21641.25
07-08-2022,21611.20,21637.10,22482.10,21207.00,2569530112.00,21844.55
07-07-2022,21637.80,20557.90,21817.80,20282.70,1781200000.00,21050.25
07-06-2022,20561.10,20180.40,20654.90,19785.30,1696560000.00,20220.10
07-05-2022,20200.60,20215.80,20706.90,19315.40,2026259968.00,20011.15
07-04-2022,20215.80,19310.60,20303.80,19052.50,1195190016.00,19678.15
07-03-2022,19309.90,19243.40,19626.40,18794.40,1534509952.00,19210.40
07-02-2022,19243.20,19275.40,19425.40,19006.40,1178659968.00,19215.90
07-01-2022,19262.90,19926.60,20785.60,18980.10,1446840064.00,19882.85
06/30/2022,19926.60,20111.30,20155.10,18682.70,1854189952.00,19418.90
06/29/2022,20111.30,20278.00,20415.80,19880.70,1626579968.00,20148.25
06/28/2022,20278.00,20727.90,21200.20,20210.50,1097939968.00,20705.35
06/27/2022,20730.20,21037.70,21497.50,20568.00,961318976.00,21032.75
06/26/2022,21043.50,21489.90,21837.40,20989.70,982750016.00,21413.55
06/25/2022,21489.90,21226.90,21553.40,20917.50,1161100032.00,21235.45
06/24/2022,21226.90,21100.90,21488.70,20743.90,1663280000.00,21116.30
06/23/2022,21100.70,19967.30,21189.80,19907.50,1489789952.00,20548.65
06/22/2022,19965.80,20720.20,20864.30,19780.20,1183869952.00,20322.25
06/21/2022,20720.40,20571.60,21689.30,20371.70,949979008.00,21030.50
06/20/2022,20572.30,20576.90,20996.80,19658.80,860273024.00,20327.80
06/19/2022,20577.20,18983.40,20763.50,17983.70,779913984.00,19373.60
06/18/2022,18986.50,20446.40,20744.70,17630.50,803747008.00,19187.60
06/17/2022,20444.60,20391.30,21315.40,20244.10,964112000.00,20779.75
06/16/2022,20386.60,22577.90,22942.10,20231.10,985516032.00,21586.60
06/15/2022,22577.90,22137.50,22754.40,20125.80,941566016.00,21440.10
06/14/2022,22157.30,22449.10,23200.30,20860.90,761956992.00,22030.60
06/13/2022,22448.00,26606.30,26857.60,22006.30,917411968.00,24431.95
06-12-2022,26606.30,28404.00,28534.80,26606.30,733329984.00,27570.55
06-11-2022,28403.40,29083.30,29426.60,28161.80,527856000.00,28794.20
06-10-2022,29083.30,30097.40,30325.60,28884.90,1111200000.00,29605.25
06-09-2022,30097.80,30202.10,30691.40,29953.80,1329760000.00,30322.60
06-08-2022,30201.60,31127.20,31312.10,29874.80,1117410048.00,30593.45
06-07-2022,31128.80,31370.30,31556.60,29235.00,835769984.00,30395.80
06-06-2022,31367.60,29911.20,31753.40,29888.60,882502976.00,30821.00
06-05-2022,29913.00,29865.10,30166.90,29539.00,993608000.00,29852.95
06-04-2022,29864.30,29700.90,29963.80,29489.50,1182870016.00,29726.65
06-03-2022,29700.90,30455.70,30674.80,29330.80,1201760000.00,30002.80
06-02-2022,30455.50,29798.60,30638.50,29604.40,1512450048.00,30121.45
06-01-2022,29798.50,31793.10,31969.90,29396.60,1245100032.00,30683.25
05/31/2022,31793.40,31730.20,32377.50,31221.20,2249260032.00,31799.35
05/30/2022,31723.30,29465.20,32185.60,29307.20,1489449984.00,30746.40
05/29/2022,29465.20,29027.10,29556.50,28838.70,1177129984.00,29197.60
05/28/2022,29027.10,28620.10,29194.40,28537.20,1072840000.00,28865.80
05/27/2022,28601.20,29194.00,29377.10,28282.20,866473984.00,28829.65
05/26/2022,29203.50,29537.90,29868.90,28077.90,1460089984.00,28973.40
05/25/2022,29540.60,29648.70,30202.30,29353.50,937404032.00,29777.90
05/24/2022,29648.70,29091.60,29810.80,28706.10,789104000.00,29258.45
05/23/2022,29093.30,30287.30,30644.80,28913.60,1380099968.00,29779.20
05/22/2022,30286.60,29433.00,30462.00,29260.10,803745984.00,29861.05
05/21/2022,29434.60,29188.70,29623.20,28953.90,705942976.00,29288.55
05/20/2022,29178.60,30305.90,30735.10,28738.50,860574976.00,29736.80
05/19/2022,30305.90,28700.40,30525.10,28682.10,1324669952.00,29603.60
05/18/2022,28683.70,30437.50,30687.90,28648.10,1094950016.00,29668.00
05/17/2022,30437.50,29856.70,30720.10,29484.50,804796992.00,30102.30
05/16/2022,29849.00,31308.30,31312.40,29135.80,1002120000.00,30224.10
05/15/2022,31308.70,30078.60,31383.80,29499.40,1945699968.00,30441.60
05/14/2022,30080.40,29285.20,30277.40,28666.70,1105030016.00,29472.05
05/13/2022,29284.40,28994.30,31002.70,28755.00,1482279936.00,29878.85
05-12-2022,28976.00,29073.40,30136.70,26500.50,1752760064.00,28318.60
05-11-2022,29068.20,31008.00,32113.60,27835.50,1468960000.00,29974.55
05-10-2022,31007.50,30098.20,32621.20,29831.00,1515110016.00,31226.10
05-09-2022,30095.00,34041.00,34227.00,30095.00,2021190016.00,32161.00
